,model,no_offload_kqv,flash_attn,n_gpu_layers,promptlen,prompt_tokens,prompt_seconds,prompttps,completion_tokens,gen_seconds,gentps,overhead_seconds
196,Q4_K_S,True,True,28,5120,5120,3.7863154328746713,1352.2381034463258,235,30.057724952697754,7.785020335645793,0.22951149114798675
197,Q4_K_S,True,True,28,8192,8192,5.609318085277781,1460.4270742821177,171,30.029075622558594,5.66117992231142,0.2549107747919419
198,Q4_K_S,True,True,28,11264,11264,8.279799304845678,1360.4194480182443,135,30.121034622192383,4.44871836843454,0.2483180388239504
199,Q4_K_S,True,True,28,15360,15360,11.067151101430257,1387.8910533728015,109,30.28031277656555,3.5666738582562805,0.29178741772969563
200,Q4_K_S,True,True,32,128,132,0.19391745049506426,680.7020186322003,257,11.036160469055176,23.196473150042607,0.20482963044196367
201,Q4_K_S,True,True,32,1024,1080,0.8374786823987961,1289.5850637135604,257,13.028064727783203,19.64988702075322,0.22110943496227264
202,Q4_K_S,True,True,32,2048,2126,0.9980170000344515,2125.214299883452,257,15.244231462478638,16.793237535792155,0.21041433699429035
203,Q4_K_S,True,True,32,3072,3193,1.2498397640883923,2554.7274872702656,257,18.64456033706665,13.730546356250334,0.21574519202113152
204,Q4_K_S,True,True,32,5120,5321,2.5052490765228868,2123.940509494242,257,25.58201766014099,10.007029289127193,0.2276838356629014
205,Q4_K_S,True,True,32,8192,8540,4.885138618681166,1676.9227322789015,257,33.163886308670044,7.71924006786484,0.26137768003675677
206,Q4_K_S,True,True,32,11264,11738,8.070937597192824,1454.3539531370714,181,30.004738807678223,5.999052388149366,0.2528879279270768
207,Q4_K_S,True,True,32,15360,15360,11.60422251621882,1323.6561069500226,145,30.183222770690918,4.7708623129478935,0.30225990215937293
208,Q4_K_S,True,True,33,128,133,0.19709531124681234,674.8004260408353,257,6.385875463485718,40.08847361083094,0.21581474598497152
209,Q4_K_S,True,True,33,1024,1073,0.5038668746128678,2129.5307432631084,257,9.279245138168335,27.58845102033082,0.2071239585056901
210,Q4_K_S,True,True,33,2048,2104,1.1366916382685304,1889.6945553958228,257,11.956191301345825,21.411500832308015,0.2460389817133546
211,Q4_K_S,True,True,33,3072,3214,1.6334552988409996,1951.078797357541,257,14.723785638809204,17.3868328621432,0.2609546408057213
212,Q4_K_S,True,True,33,5120,5315,2.2264402452856302,2398.8966294106863,257,20.499698877334595,12.48798831299153,0.22267895378172398
213,Q4_K_S,True,True,33,8192,8554,4.1564985532313585,2059.4257138247426,257,29.48633623123169,8.681987412489955,0.248352887108922
214,Q4_K_S,True,True,33,11264,11700,5.750008518301596,2034.7795942841278,202,30.1345157623291,6.670092248546046,0.26515835007344646
215,Q4_K_S,True,True,33,15360,15360,10.049321794509888,1528.461354316609,156,30.154901027679443,5.140126305097939,0.2868193626403809
216,Q8_0,False,False,24,128,136,0.2770231170579791,490.93375832434987,257,21.90909767150879,11.684643696344905,0.19838384818285704
217,Q8_0,False,False,24,1024,1068,0.8717651534825563,1225.100585557381,257,22.648003816604614,11.303424446277733,0.1978371310979128
218,Q8_0,False,False,24,2048,2148,1.5073069911450148,1425.0580755074236,257,22.26974368095398,11.495417444743289,0.22101634554564953
219,Q8_0,False,False,24,3072,3210,2.169166545383632,1479.8310470127083,257,22.38151526451111,11.43801020505177,0.2126095099374652
220,Q8_0,False,False,24,5120,5382,3.636803951114416,1479.8708075399027,257,23.445713996887207,10.91884000777234,0.21562417969107628
221,Q8_0,False,False,24,8192,8545,6.099639847874641,1400.9023832738944,257,25.149131298065186,10.179278042088676,0.22411556541919708
222,Q8_0,False,False,24,11264,11736,9.029220532625914,1299.7799707730574,257,27.087780952453613,9.450755691259808,0.2586459629237652
223,Q8_0,False,False,24,15360,16055,13.70222118882572,1171.707840557485,257,29.131754636764526,8.787661546377498,0.26999333886539234
224,Q8_0,False,False,28,128,141,0.20924464892596006,673.8523576289493,257,14.593709230422974,17.541804894010504,0.20195380877703428
225,Q8_0,False,False,28,1024,1067,0.5919343512505293,1802.5647569630653,257,15.018089771270752,17.04610931875783,0.20072713308036327
226,Q8_0,False,False,28,2048,2158,1.0229286197572947,2109.629116166501,257,15.308352947235107,16.72289637444223,0.20089235343039036
227,Q8_0,False,False,28,3072,3231,1.502317475154996,2150.6772392876906,257,15.631917715072632,16.376749460058843,0.20708422549068928
228,Q8_0,False,False,28,5120,5357,2.5631621945649385,2089.996493924286,257,16.21965765953064,15.783317094215912,0.22472511418163776
229,Q8_0,False,False,28,8192,8549,4.438178015872836,1926.2408964726278,257,17.32287883758545,14.778144117971708,0.2367910873144865
230,Q8_0,False,False,28,11264,11696,6.690048134885728,1748.2684375633087,257,18.284178972244263,14.001175573079488,0.2566558485850692
231,Q8_0,False,False,28,15360,15993,10.41094145923853,1536.172310892021,257,19.770971298217773,12.948276346093161,0.2777751460671425
232,Q8_0,False,False,30,128,135,0.16945105884224176,796.6902120433749,257,11.5396728515625,22.18433774449134,0.1967864641919732
233,Q8_0,False,False,30,1024,1045,0.42657863162457943,2449.7242068132396,257,11.800735712051392,21.693562693600736,0.20467030070722103
234,Q8_0,False,False,30,2048,2156,0.8041929807513952,2680.9485429548863,257,12.049265384674072,21.24610852422724,0.2010247316211462
235,Q8_0,False,False,30,3072,3200,1.1717895660549402,2730.8657567018868,257,12.245343923568726,20.90590526471653,0.2153972778469324
236,Q8_0,False,False,30,5120,5305,2.0334501890465617,2608.8664618273206,257,12.723953008651733,20.11953359352484,0.21187597792595625
237,Q8_0,False,False,30,8192,8520,3.6288129929453135,2347.875191299062,257,13.48142147064209,18.989095516187234,0.2309934739023447
238,Q8_0,False,False,30,11264,11696,5.5878731613084085,2093.1040598747886,257,14.192703008651733,18.037437959770234,0.2510027294083843
239,Q8_0,False,False,30,15360,16068,8.860320857726038,1813.4783444088255,257,15.21922516822815,16.82083004688234,0.27678637858480215
240,Q8_0,False,False,31,128,138,0.1498993132263422,920.6179603479924,257,9.848582029342651,25.993589659636196,0.20479018427431583
241,Q8_0,False,False,31,1024,1077,0.3937407461926341,2735.3023795842746,257,10.093851566314697,25.36197390244233,0.200214478187263
242,Q8_0,False,False,31,2048,2158,0.6843875367194414,3153.184247545193,257,10.274351358413696,24.91641477594212,0.2135752160102129
243,Q8_0,False,False,31,3072,3204,1.0131179261952639,3162.514369904136,257,10.432148456573486,24.539528081455718,0.22054638154804707
244,Q8_0,False,False,31,5120,5352,1.8001498486846685,2973.0858261108615,257,10.908281803131104,23.468407272584212,0.21483414433896542
245,Q8_0,False,False,31,8192,8570,3.231247949413955,2652.2260545045215,257,11.514289617538452,22.233243083452003,0.23848276119679213
246,Q8_0,False,False,31,11264,11731,5.036142380908132,2329.362260382446,257,12.01940393447876,21.298893139421047,0.2577488739043474
247,Q8_0,False,False,31,15360,16003,8.020744332112372,1995.2013600445225,257,12.758676052093506,20.06477779941707,0.28056240919977427
248,Q8_0,False,False,32,128,135,0.1403227187693119,962.0680185219162,257,8.48009467124939,30.188342220745866,0.19963506236672401
249,Q8_0,False,False,32,1024,1058,0.3310980210080743,3195.4283410657995,257,8.580825567245483,29.833959214506926,0.20824831817299128
250,Q8_0,False,False,32,2048,2137,0.578235755674541,3695.7244152207127,257,8.78542184829712,29.139181296071804,0.20889271330088377
251,Q8_0,False,False,32,3072,3206,0.8640895299613476,3710.2636808287803,257,8.820066452026367,29.024724631318993,0.2179742269217968
252,Q8_0,False,False,32,5120,5336,1.5414175549522042,3461.7485592120797,257,9.065342664718628,28.239417909300375,0.22308202181011438
253,Q8_0,False,False,32,8192,8554,2.837768585421145,3014.340226312191,257,9.296978950500488,27.535826569363014,0.24744752142578363
254,Q8_0,False,False,32,11264,11757,4.466993956826627,2631.9713242576727,257,9.638756036758423,26.55944387675305,0.25762954261153936
255,Q8_0,False,False,32,15360,16019,7.2135515958070755,2220.6814198585826,257,10.185527801513672,25.133699989700663,0.27844126522541046
256,Q8_0,False,False,33,128,140,0.1442262539640069,970.6970551626363,257,4.607686758041382,55.559332359828105,0.21785968635231256
257,Q8_0,False,False,33,1024,1069,0.3082573115825653,3467.8820577258984,257,4.850776672363281,52.77505382973603,0.2172538936138153
258,Q8_0,False,False,33,2048,2149,0.524913826957345,4094.0053198001006,257,4.951222896575928,51.7043981552597,0.23060969449579716
259,Q8_0,False,False,33,3072,3194,0.7684820722788572,4156.24529864244,257,5.072766065597534,50.46556389346235,0.22055254690349102
260,Q8_0,False,False,33,5120,5348,1.4032803624868393,3811.070220153641,257,5.393401622772217,47.465406417928804,0.2537432760000229
261,Q8_0,False,False,33,8192,8520,2.587062488310039,3293.3104780030135,257,5.704983949661255,44.873044737522974,0.258869300596416
262,Q8_0,False,False,33,11264,11691,4.153785581700504,2814.5410421531346,257,6.08461594581604,42.073321024646276,0.27938520442694426
263,Q8_0,False,False,33,15360,15923,6.785380833782256,2346.6626840934914,257,6.602906942367554,38.770802350306646,0.3172056609764695
264,Q8_0,False,True,0,128,128,1.0700836816624781,119.61681333289717,200,60.17846369743347,3.306830845674897,0.21752840669909917
265,Q8_0,False,True,0,1024,1024,3.08986345118722,331.40623078555393,185,60.05104184150696,3.064060078851458,0.19948521441659012
266,Q8_0,False,True,16,128,136,0.43518794421106577,312.5086570275948,257,40.93801403045654,6.253356594424546,0.2379103982821107
267,Q8_0,False,True,16,1024,1055,1.7050111321732402,618.7642884508775,257,46.15003848075867,5.547124302111559,0.21826410572975874
268,Q8_0,False,True,16,2048,2143,2.5599487237632275,837.1261424524566,257,50.06651782989502,5.113197623804803,0.2336297444999218
269,Q8_0,False,True,16,3072,3207,3.5686800545081496,898.6515885470719,257,57.317930459976196,4.466316176205262,0.21770263370126486
270,Q8_0,False,True,16,5120,5120,5.7943413725921085,883.620703505351,234,60.04789185523987,3.8802361382095394,0.23272304449762615
271,Q8_0,False,True,16,8192,8192,9.91650421426103,826.0975665415438,186,60.24148368835449,3.0709734998735274,0.22420127198502826
272,Q8_0,False,True,24,128,134,0.32427815068513155,413.22549705210224,257,26.257864713668823,9.749459934826168,0.21640018094331026
273,Q8_0,False,True,24,1024,1063,1.051481674425304,1010.9543759580894,257,27.702346801757812,9.241094331537134,0.22346849273890257
274,Q8_0,False,True,24,2048,2132,1.5484341401606798,1376.874834197833,257,29.918487071990967,8.556582402846887,0.220640541985631
275,Q8_0,False,True,24,3072,3228,2.148984336294234,1502.1049458026528,257,32.53401970863342,7.8686864486058665,0.19975390378385782
276,Q8_0,False,True,24,5120,5338,3.395765667781234,1571.9577032792745,257,35.95639681816101,7.119734529982115,0.2556313332170248
277,Q8_0,False,True,24,8192,8553,5.4789302898570895,1557.7858356403042,177,30.096102714538574,5.84793325798225,0.24305063020437956
278,Q8_0,False,True,24,11264,11692,7.145213981159031,1636.340077544246,257,45.216028928756714,5.661709045775752,0.25075497198849916
279,Q8_0,False,True,24,15360,16076,10.450332103297114,1538.3243174566642,257,53.711926221847534,4.7661668088877995,0.251863656565547
280,Q8_0,False,True,28,128,133,0.19307108875364065,688.8654373815048,257,14.589786052703857,17.546521866409186,0.1995324706658721
281,Q8_0,False,True,28,1024,1077,0.5353059228509665,2011.9336514418608,256,15.325125932693481,16.63934124391122,0.20383877120912075
282,Q8_0,False,True,28,2048,2133,0.9104403918609023,2342.8222419265,257,16.22859025001526,15.774629592349175,0.20668286737054586
283,Q8_0,False,True,28,3072,3199,1.2925261305645108,2474.99831868222,257,17.25118899345398,14.839556861682986,0.21392071712762117
284,Q8_0,False,True,28,5120,5361,2.1008840734139085,2551.78287457263,257,19.45153021812439,13.160918299449078,0.21544753853231668
285,Q8_0,False,True,28,8192,8543,3.4414826910942793,2482.3602983990613,257,23.049059629440308,11.106743794137877,0.23398342542350292
286,Q8_0,False,True,28,11264,11771,4.906606058590114,2399.010611294588,257,26.869195222854614,9.527639286428998,0.2453776402398944
287,Q8_0,False,True,28,15360,15955,7.223117056302726,2208.880165672801,257,29.532424211502075,8.668438397288597,0.2737481025978923
288,Q8_0,False,True,30,128,141,0.16484911926090717,855.3275906608812,257,11.445717573165894,22.36644390039673,0.20397217757999897
289,Q8_0,False,True,30,1024,1089,0.43224187940359116,2519.4226933831724,257,11.892332792282104,21.526474617842773,0.2060532197356224
290,Q8_0,False,True,30,2048,2143,0.7172184567898512,2987.932030628027,257,12.433456897735596,20.58960770971291,0.2026951890438795
291,Q8_0,False,True,30,3072,3192,1.0068926643580198,3170.1492254243135,257,12.89665961265564,19.850101319940574,0.2056817840784788
292,Q8_0,False,True,30,5120,5356,1.6508380006998777,3244.412836225788,257,14.151230096817017,18.090300154018493,0.2141238283365965
293,Q8_0,False,True,30,8192,8481,2.7304559350013733,3106.0746636791027,257,16.22711157798767,15.77606703261152,0.2376733422279358
294,Q8_0,False,True,30,11264,11776,3.923432948999107,3001.4531032075197,257,17.679944038391113,14.47968384085995,0.24808633606880903
295,Q8_0,False,True,30,15360,15987,5.837333224713802,2738.750621998939,257,20.284762620925903,12.620310367147635,0.2732067331671715
296,Q8_0,False,True,31,128,141,0.14803028758615255,952.5077759369955,257,9.700071573257446,26.391557842292386,0.19449401553720236
297,Q8_0,False,True,31,1024,1066,0.37449560314416885,2846.4953688378127,257,10.002904891967773,25.592565636164878,0.19626031070947647
298,Q8_0,False,True,31,2048,2144,0.6106886714696884,3510.7905225099917,257,10.453299522399902,24.489875129994044,0.20773814618587494
299,Q8_0,False,True,31,3072,3200,0.8680368755012751,3686.479330906374,257,10.797452449798584,23.709296353953885,0.21248305775225163
300,Q8_0,False,True,31,5120,5342,1.425846845842898,3746.5454411003343,257,11.594643354415894,22.07916122771476,0.21381691191345453
301,Q8_0,False,True,31,8192,8559,2.376242824830115,3601.904616213585,257,12.760129690170288,20.062492013479183,0.2367245638743043
302,Q8_0,False,True,31,11264,11721,3.4344431683421135,3412.7803039635105,257,13.555437088012695,18.885410948967863,0.25578444451093674
303,Q8_0,False,True,31,15360,16018,5.119570874609053,3128.777858988657,257,15.142297506332397,16.906285185120865,0.2720748418942094
304,Q8_0,False,True,32,128,135,0.14081459399312735,958.7074476569443,257,9.148526430130005,27.982648566973875,0.21681886073201895
305,Q8_0,False,True,32,1024,1082,0.3430332847670013,3154.2128651886583,257,9.207342147827148,27.80389779046212,0.22981068573746027
306,Q8_0,False,True,32,2048,2126,0.5213864790275693,4077.5894380022537,257,8.501601219177246,30.111974603388273,0.20511112082749605
307,Q8_0,False,True,32,3072,3199,0.7409018846228719,4317.71070690194,257,8.554255247116089,29.926626293540366,0.22052949387580156
308,Q8_0,False,True,32,5120,5359,1.2010371517390013,4461.976877435154,257,8.704918146133423,29.408662517258804,0.22133754007518291
309,Q8_0,False,True,32,8192,8550,2.00482149515301,4264.7188393934575,257,9.055400133132935,28.27042386159369,0.23277683649212122
310,Q8_0,False,True,32,11264,11774,2.9077602550387383,4049.164637833301,257,9.261507034301758,27.64128980865157,0.2584642097353935
311,Q8_0,False,True,32,15360,16029,4.354455208405852,3681.057499238383,257,9.616807222366333,26.62006153191954,0.2786922212690115
312,Q8_0,False,True,33,128,138,0.14454485941678286,954.7209119494779,257,4.454272508621216,57.47290932571226,0.22975256014615297
313,Q8_0,False,True,33,1024,1070,0.2985682999715209,3583.7696101765073,257,4.4936816692352295,56.96887738013007,0.22623734828084707
314,Q8_0,False,True,33,2048,2153,0.4719579014927149,4561.847557145377,257,4.680959224700928,54.689645372067126,0.24680850841104984
315,Q8_0,False,True,33,3072,3200,0.6594671402126551,4852.402500249083,257,4.837782859802246,52.91680247311979,0.2558449897915125
316,Q8_0,False,True,33,5120,5351,1.0823673866689205,4943.792713921441,257,5.2616963386535645,48.65351086860874,0.2586962841451168
317,Q8_0,False,True,33,8192,8510,1.796705742366612,4736.446152162162,257,5.348246097564697,47.86615935952697,0.26729871798306704
318,Q8_0,False,True,33,11264,11710,2.6888454370200634,4355.029054023169,257,5.771435499191284,44.35638240016227,0.2940583638846874
319,Q8_0,False,True,33,15360,16003,4.011689525347925,3989.092350962054,254,6.259913444519043,40.41589428389266,0.31711469243166474
320,Q8_0,True,False,24,128,137,0.5985497273504734,228.88657991114803,257,26.556973218917847,9.639652752959005,0.22830307856202126
321,Q8_0,True,False,24,1024,1070,3.7414483847096562,285.98550346780587,257,29.163484573364258,8.778100550913289,0.22298811096698046
322,Q8_0,True,False,24,2048,2143,10.990911316126585,194.9792822780446,257,31.21073627471924,8.20230569848365,0.22530944272875786
323,Q8_0,True,False,24,3072,3207,23.610360321588814,135.83020150131242,257,33.88447642326355,7.555082061832951,0.24083941895514727
324,Q8_0,True,False,24,5120,5312,61.40386171452701,86.50921703745678,257,37.568249225616455,6.814264845364225,0.24376101605594158
325,Q8_0,True,False,28,128,136,0.3997849030420184,340.1829307839222,257,19.09209156036377,13.408693290130143,0.22306213807314634
326,Q8_0,True,False,28,1024,1052,3.328264513053,316.0806467978129,257,19.693349599838257,12.999312214622064,0.21267918590456247
327,Q8_0,True,False,28,2048,2134,9.404243186116219,226.9188447987491,257,21.680736541748047,11.807716933742121,0.2312736064195633
328,Q8_0,True,False,28,3072,3215,20.809146261774004,154.4993705919542,257,23.478491067886353,10.903596796735982,0.2263968950137496
329,Q8_0,True,False,28,5120,5355,58.14428997505456,91.54811250225444,257,27.106952905654907,9.444071448790345,0.22487950790673494
330,Q8_0,True,False,30,128,141,0.24565048329532146,573.9862511505403,257,13.091286659240723,19.554991549993883,0.19643921963870525
331,Q8_0,True,False,30,1024,1071,2.476823789998889,432.40863735424654,257,14.52025556564331,17.630543680355537,0.19624016992747784
332,Q8_0,True,False,30,2048,2141,7.34625328052789,291.4410813570739,257,15.91964602470398,16.080759559775466,0.2010785387828946
333,Q8_0,True,False,30,3072,3184,14.730584261007607,216.14892821516685,257,17.61772584915161,14.530819822714394,0.20980059821158648
334,Q8_0,True,False,30,5120,5295,37.93273104727268,139.58921105367403,257,20.83462142944336,12.287240296971385,0.21935118734836578
335,Q8_0,True,False,31,128,132,0.22470993269234896,587.4239666153147,257,11.492401123046875,22.275588648452,0.19757360685616732
336,Q8_0,True,False,31,1024,1059,2.4251960944384336,436.6657205281443,257,12.942105770111084,19.78039776117536,0.19863669387996197
337,Q8_0,True,False,31,2048,2132,7.214170973747969,295.5294527615506,257,14.26482105255127,17.946246858400954,0.2004108838737011
338,Q8_0,True,False,31,3072,3216,14.800947631709278,217.283384822611,257,16.07225728034973,15.928067572250153,0.2071463717147708
339,Q8_0,True,False,31,5120,5317,38.203881529159844,139.17434007174631,257,19.213655471801758,13.32385710650997,0.21743705589324236
340,Q8_0,True,False,32,128,131,0.20601910818368196,635.8633485744602,257,10.011000394821167,25.57186993344166,0.1928855823352933
341,Q8_0,True,False,32,1024,1056,2.344680419191718,450.3812081836018,257,11.544996738433838,22.17410760695704,0.1963344719260931
342,Q8_0,True,False,32,2048,2136,7.15064999088645,298.7141032944342,257,12.897408485412598,19.848948747304128,0.20641538128256798
343,Q8_0,True,False,32,3072,3195,14.54248823132366,219.70105453605655,257,14.666516065597534,17.454724684104466,0.21271575894206762
344,Q8_0,True,False,32,5120,5314,37.79929219925497,140.58464301362605,257,17.87759780883789,14.319597226504612,0.227313868642792
345,Q8_0,True,False,33,128,131,0.28717246279120445,456.17187221480447,257,7.44204044342041,34.399168070409026,0.23457207903265953
346,Q8_0,True,False,33,1024,1068,3.8086168076843023,280.4167638616709,257,9.15651535987854,27.958234103087424,0.22766726277768612
347,Q8_0,True,False,33,2048,2133,13.649358680471778,156.2710783658793,257,11.395216226577759,22.465567560088555,0.23305695317685604
348,Q8_0,True,False,33,3072,3185,23.024743277579546,138.32944678698803,257,13.171608924865723,19.4357425474967,0.24357910826802254
349,Q8_0,True,False,33,5120,5328,59.05956961400807,90.2139997772059,257,16.570613384246826,15.449035836136963,0.2450330425053835
350,Q8_0,True,True,24,128,132,0.269993307068944,488.90100807681586,257,22.81124520301819,11.222535101508981,0.19209695048630238
351,Q8_0,True,True,24,1024,1079,0.8467261930927634,1274.3198554645276,257,26.353058576583862,9.71424243816124,0.1958265444263816
352,Q8_0,True,True,24,2048,2140,1.4473713571205735,1478.5424552392376,257,30.63137984275818,8.357442639350218,0.20225560013204813
353,Q8_0,True,True,24,3072,3193,2.0776738421991467,1536.8148431903626,257,34.66829180717468,7.384269217066536,0.2081593768671155
354,Q8_0,True,True,24,5120,5349,3.439428249374032,1555.2003449914985,257,44.2404990196228,5.786553173517587,0.20313874818384647
355,Q8_0,True,True,24,8192,8565,5.930957049131393,1444.1176911328957,257,56.63904571533203,4.519850162848021,0.22105714678764343
356,Q8_0,True,True,24,11264,11264,8.621487988244503,1306.5030091509252,219,60.01418137550354,3.6324747751867656,0.22878087879320896
357,Q8_0,True,True,28,128,136,0.20337487757205963,668.7158297209673,257,16.598658084869385,15.422933510110584,0.19393731653690338
358,Q8_0,True,True,28,1024,1061,0.6262035006657243,1694.3373821322277,257,19.857157230377197,12.89207699923808,0.1969601744785905
359,Q8_0,True,True,28,2048,2156,1.0756174456328154,2004.4301147714891,257,23.350447177886963,10.963387469617018,0.1992360483855009
360,Q8_0,True,True,28,3072,3185,1.5402261158451438,2067.878194788527,257,26.67355442047119,9.597521048920548,0.21124233212321997
361,Q8_0,True,True,28,5120,5351,2.5824387026950717,2072.0724152777047,257,34.69521737098694,7.37853858249852,0.21239017974585295
362,Q8_0,True,True,28,8192,8536,4.472411585971713,1908.5899935449252,257,45.7244873046875,5.598750583995194,0.21876449696719646
363,Q8_0,True,True,28,11264,11741,6.64404351682777,1767.1467639040686,257,56.78341555595398,4.508358602482082,0.24686892004127048
364,Q8_0,True,True,28,15360,15360,11.318299930851634,1357.094271563826,209,60.21675658226013,3.4541880334564024,0.2627691443373517
365,Q8_0,True,True,30,128,133,0.17396088130772114,764.5396999612515,257,13.47339677810669,19.000405333269914,0.20910735614597797
366,Q8_0,True,True,30,1024,1061,0.4876052075996995,2175.940665652263,257,16.44571352005005,15.566366256343551,0.20386611763387918
367,Q8_0,True,True,30,2048,2147,0.8540270878002048,2513.97178224197,257,19.713085412979126,12.98629791516295,0.20140963327139616
368,Q8_0,True,True,30,3072,3199,1.2803654596209526,2498.505388412346,257,22.984193801879883,11.138089167132836,0.21195124834775925
369,Q8_0,True,True,30,5120,5349,2.176420621573925,2457.7050717943284,257,29.888296842575073,8.565225424131057,0.21562974900007248
370,Q8_0,True,True,30,8192,8552,3.803319360129535,2248.5621611614365,257,39.76556348800659,6.437730979902003,0.23893060814589262
371,Q8_0,True,True,30,11264,11762,5.773420327317481,2037.2672234424006,257,49.82858347892761,5.137613436437778,0.24812673867917528
372,Q8_0,True,True,30,15360,15360,9.165485624423242,1675.852282073331,246,60.224348068237305,4.068122077841379,0.27478003894350655
373,Q8_0,True,True,31,128,136,0.15523192379623652,876.1084490489142,257,11.89923906326294,21.51398073767258,0.20202490780502558
374,Q8_0,True,True,31,1024,1067,0.46172921638935804,2310.8782423251314,257,14.735296726226807,17.3732504174385,0.20268695335835218
375,Q8_0,True,True,31,2048,2154,0.8129513897001743,2649.6049176992237,257,17.941832542419434,14.268330695582264,0.2091093696653843
376,Q8_0,True,True,31,3072,3230,1.2051421888172626,2680.1816665052206,257,21.143031358718872,12.108008338853068,0.21610109880566597
377,Q8_0,True,True,31,5120,5347,1.9896795954555273,2687.367359153035,257,27.346385955810547,9.361383270669638,0.21383931301534176
378,Q8_0,True,True,31,8192,8557,3.47343744430691,2463.5537956859516,257,36.74113392829895,6.967667369754811,0.2382615962997079
379,Q8_0,True,True,31,11264,11687,5.301782373398069,2204.353022606142,256,45.7892804145813,5.568989023002793,0.2512390651400127
380,Q8_0,True,True,31,15360,15984,8.423431786708534,1897.5638913846738,257,58.68507528305054,4.36226755721549,0.27331486623734236
381,Q8_0,True,True,32,128,133,0.14089353941380978,943.9751499845131,257,10.332945585250854,24.77512321030819,0.20137389563024044
382,Q8_0,True,True,32,1024,1071,0.384174220263958,2787.797680084152,257,12.936649799346924,19.78874005021946,0.19860731810331345
383,Q8_0,True,True,32,2048,2168,0.7083906223997474,3060.458356514762,257,15.94033145904541,16.059891894828304,0.20825543906539679
384,Q8_0,True,True,32,3072,3185,0.9967429349198937,3195.40765067572,257,18.821601629257202,13.60139296552007,0.20685479138046503
385,Q8_0,True,True,32,5120,5316,1.7622875794768333,3016.5337723018793,257,24.739004135131836,10.348031739743908,0.22157713025808334
386,Q8_0,True,True,32,8192,8507,3.1379775051027536,2710.981830228715,257,33.39382314682007,7.6660883922893275,0.24435081519186497
387,Q8_0,True,True,32,11264,11721,4.830644961417191,2426.3840736830616,257,42.21528935432434,6.0641536257473625,0.2572668753271028
388,Q8_0,True,True,32,15360,16028,7.760985277593136,2065.201701422459,257,54.00521278381348,4.740283146828536,0.27527251094579697
389,Q8_0,True,True,33,128,137,0.24054996079089594,569.528257454553,256,7.31149697303772,34.87657875539744,0.2155050427305932
390,Q8_0,True,True,33,1024,1072,0.7206715643405914,1470.8503185773554,257,10.175125122070312,25.159395774379647,0.3882419168949127
391,Q8_0,True,True,33,2048,2121,1.0845485478639603,1955.652427157227,257,12.651672601699829,20.234478717510033,0.21960265934467316
392,Q8_0,True,True,33,3072,3200,1.6661147084087133,1920.6360665624773,257,15.984027862548828,16.01598809770706,0.2205974068492651
393,Q8_0,True,True,33,5120,5348,2.6261673849076033,2036.4276971584427,257,21.838207006454468,11.72257410712963,0.24373611621558666
394,Q8_0,True,True,33,8192,8538,4.361397132277489,1957.6295716830357,257,30.67752456665039,8.344871485435895,0.2794865220785141
395,Q8_0,True,True,33,11264,11721,6.348542446270585,1846.2505526580253,257,39.538819789886475,6.474649505483761,0.28109955228865147
396,Q8_0,True,True,33,15360,16001,10.938453671522439,1462.821023931159,256,51.21048045158386,4.979449475016851,0.2989370794966817
